Text;True_Label
putra haji lulung sk kepengurusan ppp dki hina ulama habib;0
gelagat ganjar wadas tiket capres;0
faisal amir mahasiswa universitas al azhar meninggal dunia;1
china lakukan uji coba vaksin indonesia kekurangan monyet;1
video ledakan beijing kudeta xi jinping presiden china;1
gerindra eks tkn ketua seleksi anggota kpu;0
fraksi demokrat ganti jhoni allen ongku hasibuan dpr;0
dpr revisi syarat calon taruna tni;0
gerindra prabowo kampanye pencitraan fokus bantu jokowi;0
getah daun kemangi obati gatal kulit;1
nasdem respons firli pt persen relevan laku parpol;0
smrc elektabilitas rizeq shihab kalahkan puan airlangga;0
puan isu ditawari gantikan ma ruf amin tunda pemilu;0
video kiamat malaysia tni tancapkan merah putih tanah malaysia;1
penyuntikan vaksin kosong semarang;1
jalani fit and proper test andika perkasa dpr;0
eric tohir sang missionaris chip covid;1
pks kecewa mk gugatan uji materi ambang batas capres;0
amien rais hubungi prabowo diangkat;0
foto jokowi membaca buku das kapital;1
jokowi ingatkan pemilu sejuk politisasi agama;0
pdip kader penuhi kriteria capres puan ganjar risma;0
alasan gerindra usung prabowo pilpres kerap kalah;0
adam sandler meninggal tenggelam;1
jerman menghentikan vaksin covid;1
ksp duga isu ijazah palsu jokowi berkaitan politik;0
pertemuan referendum raja sultan senusantara;1
kelapa muda bakar hancurkan batu ginjal;1
kerja nu israel;1
judul berita ilmuwan pfizer memperingatkan vaksinasi mingguan virus omicron mencegah lockdown;1
ketum pan zulhas bantah bertemu jokowi bahas reshuffle pekan;0
habis lahiran bayi tidur siang darah putih;1
gambar tangkapan layar artikel bisnis com presiden jokowi kesel anies undangan kaesang tamu tamu selfi anies bikin kesel jokowi;1
muhammad musa ad dilantik pj gubernur papua barat daya;0
jokowi lantik andika perkasa panglima tni besok;0
pdip pilpres diikuti paslon putaran;0
poster waspada penculikan anak berumur mengatasnamakan polresta sidoarjo;1
bahaya semut kutu jepang utk diabetes;1
dpr klaim ruu tpks mudahkan aparat usut kekerasan seksual;0
survei spi ganjar sandiaga favorit capres cawapres;0
formappi kritik kinerja legislasi dpr diapresiasi;0
jokowi teken perpres atur posisi wakil menteri pertanian;0
daftar pemilu massa pdip long march kpu;0
eks ketua mk kritik keras partai dukung pemilu ditunda;0
pakar ucapan jokowi acara perindo ledekan;0
presiden cina xi jinping mengunjungi masjid umat islam berdoa negeri dilanda krisis;1
nasdem resmi usung anies baswedan capres pemilu;0
nasdem setuju rs covid khusus pejabat negara;0
pasien peserta bpjs rawat inap pindah gerbang tol;1
video aksi tolak uu cipta kerja bandung;1
gambar tangkapan layar artikel detik com berjudul esemka pameran otomotif habis terjual pembeli kalangan dukun;1
madu dicampur bawang putih obat kanker;1
draf rkuhp didesak buka komisi iii dpr bantah transparan;0
maruf amin kas negara menipis maruf amin rakyat sisihkan harta bantu pemerintah;1
jokowi bertemu elon musk rocky gerung sindir harga minyak goreng;0
pemekaran papua selatan obat manjur;0
ulang jakarta jokowi terbang ikn;0
pengiriman barang nigeria drone indomie … berjaya afrika;1
petinggi demokrat dukung kpk proses hukum lukas enembe;0
sri mulyani rakyat mengijinkan daerah bali jual bayar hutang;1
surya paloh curhat nasdem dicap partai penista agama imbas bela ahok;0
joman beber faksi faksi relawan jokowi cari uang event;0
akun palsu bupati pasuruan penggalangan dana covid;1
lowongan pekerjaan dinas perhubungan kota salatiga;1
psi ingatkan pan berhenti bermain kaki;0
kompak jokowi ganjar mobil pesawat semarang solo;0
rumah sakit jiwa kecebong;1
barang barang pemberian pembalap motogp penonton mandalika dilelang negara;1
pecatan jokowi jubir muda pan giring psi setop halusinasi;0
jokowi sebentar nyatakan pandemi;0
eks gubernur jabar izin penggunaan lahan ptpn vii markas fpi;1
kemendagri perubahan sistem pemilu timbulkan gejolak sospol;0
rapat dpr mendadak tertutup wa dugaan kecurangan pemilu dibuka;0
megawati heran dicap sombong jelekkan partai apapun;0
iis dahlia meninggal dunia;1
video penduduk aborigin australia menyambut pemerintah busur panah bentuk penolakan vaksin covid;1
surat edaran nomor lembaga penjamin simpanan lps;1
sutiyoso gabung partai nasdem masuk dewan pertimbangan;0
pdip psi sindir anies eropa wagub kerja biayai mrt;0
jokowi kpu tekankan pendidikan politik masyarakat;0
nasdem terbuka partai ummat gabung koalisi perubahan;0
bank bni bri mandiri cairkan dana jt nasabah;1
perbaikan sistem tiket elektronik commuterline;1
putusan mahkamah agung republik indonesia nomor p hum pandemi covid;1
jokowi anggaran pemilu rp triliun disiapkan;0
suara parpol terbelah wacana tunda pemilu;0
suami istri bertarung pilkades serentak tangerang;0
bertahan nomor urut pan anggap nomor;0
wanita pemilik warung ditemukan tewas cikarang;0
merdeka com menayangkan berita wanita membawa anjing masuk masjid polisi pelaku alami gangguan jiwa dibesar besarkan;1
pks kecam luhut harga pertalite meneror masyarakat;0
kas negara menipis maruf amin masyarakat bantu pemerintah;1
tujuan masuk mall pakai barcode;1
akun whatsapp bupati lamongan yuhronur efendi;1
giring eks nidji resmi jabat ketua psi definitif;0
foto aung san suu kyi berhadapan pasukan militer;1
dasco komisi iii bahas legalisasi ganja medis;0
pkb sentil jubir mk bijaksana memojokkan jokowi;0
pdip kritik anggaran sirkuit formula e rp m;0
muhammadiyah pemilu ditunda lihat masyarakat survei;0
jk akui kedekatan anies;0
akun facebook palsu gubernur jatim khofifah indar parawansa;1
veronica koman komnas ham selidiki opm tewaskan nakes;0
jokowi dikabarkan lantik wakil menteri;0
mpr usulkan jabatan presiden jokowi pimpin indonesia;1
nasdem deklarasi koalisi november demokrat pks sepakat;0
prancis menangkap anak mali mengencinginya;1
pks harap andika perkasa terseret politik pilpres;0
video jokowi marah menteri demo bbm;1
puan penjabat kepala daerah all out layani rakyat;0
ustadz maaher meninggal disuntik paksa penjara;1
ppp sindir penundaan pemilu sulit cari kerikil ketimbang alasan;0
bupati penajam paser utara terjaring ott kpk demokrat buka suara;0
tenaga medis covid rsud purworejo ditagih biaya rp ribu malam pemkab tinggal hotel ganesha;1
poros prabowo puan pdip gerindra deklarasi capres;0
video meninggal khutbah;1
tentara cina beraksi berani melawan tentara indonesia;1
arief budiman mengaku disuap megawati rp triliun;1
megawati buka demo masak minyak goreng pdip besok;0
rapat apbd ricuh wajah ketua dprd humbahas sumut disiram air;0
cak imin usul tunda pemilu hukum logika dikritik;0
pesan khusus peti mati kardus ketua kpu;1
skt apdesi kubu surtawijaya diduga terbit h acara dukung jokowi;0
jokowi respons kepemimpinan gibran solo ngikuti;0
bunglon mengubah warna kulitnya sesuai warna benda disentuhnya;1
jokowi temui rizieq mekkah;1
vaksin covid mengandung graphene oxide bereaksi getaran musik;1
elon musk beli boyband bts;1
jalan tol proyek jokowi sulawesi;1
cerita novel memprediksi pandemi covid;1
varian covid infeksi protein spike vaksin;1
puan dewan kolonel ikuti perintah ketua pdip;0
dprd dki setor nama pengganti anies baswedan kemendagri;0
minum air berkumur air hangat garam cuka menghilangkan virus corona tenggorokan;1
paguyuban sastra desak pdip ganti arteria isu jaksa berbahasa sunda;0
stafsus mensesneg bantah demokrat alarm bahaya demokrasi ri;0
foto jatuh;1
giveaway rans entertainment juta orang;1
jasa marga twitter ajak menghentikan penggunaan hastag gantipresiden;1
ahy tolak pemilu coblos partai waspadai presiden dipilih mpr;0
luhut enggan tanggapi masinton pdip brutus istana;0
komisi iii dpr usir komnas perempuan telat rapat;0
soroti kawin kontrak puan komitmen sahkan ruu tpks;0
kisruh dbh kemendagri mediasi bupati meranti kemenkeu;0
puan sidang pbb infrastruktur air bersih butuh investasi;0
tradisi perempuan kpu bawaslu dikritik dpr akui negosiasi;0
pakar pemilu lahirkan pemimpin penguasa;0
anggota komisi iii dpr cecar firli indeks korupsi ri anjlok;0
puan respons wacana duet ganjar tunggu perhitungan mega;0
la gode menyerang asrama tni;1
jokowi menerima hadiah lukisan langka berwajah sultan arab;1
anies hadiri acara ppp teriakan presiden bergemuruh seisi ruang;0
survei elektabilitas demokrat diduga efek moeldoko;0
ex napi wagub;1
masker menyebabkan kanker hipoksemia;1
peresmian patung yesus memberkati jokowi;1
ari lasso meninggal dunia akibat mengidap penyakit;1
arteria polisi hakim jaksa ott simbol negara;0
pesan whatsapp bantuan bpjs kesehatan juta rupiah;1
peluk effendi simbolon dudung batal dipanggil mkd dpr;0
prabowo politik ri kolam kepiting kalah;0
jokowi tanggapi anwar abbas lahan ri dikuasai persen penduduk;0
anies daerah penyangga bersikap pencemaran udara;0
golkar respons gerindra usung prabowo pilpres;0
jokowi alasan kebijakan atasi pandemi berubah ubah;0
daftar obat terlarang bpom kop surat rs siloam;1
wakil ketua dprd dki kunker negeri lebak;0
akun facebook bupati samosi vandiko t gultom;1
cak imin alasan pemilu ditunda;0
driver ojek online berhasil bangun rumah mewah rumah kost hasil ngojek;1
megawati pemimpin daerah kerja lapangan duduk;0
alyssa carson manusia mars bumi;1
puan jadwal pemilu valentine februari;0
akun whatsapp wali kota surabaya nomor donasi yayasan pondok pesantren;1
pemerintah umumkan nasib ppkm darurat sore;0
antisipasi corona bumn dki ditutup;1
dasco muzani fadli zon berembuk bahas strategi gerindra;0
teknik selamat kecelakaan mobil;1
tenaga medis china membantu menangani covid indonesia;1
akun facebook wakil gubernur ntb sitti rohmi djalilah;1
nasdem wacanakan duet anies gibran demokrat gusar;0
kelompok anies pesta pora makan duit rakyat;1
menag undangan saudi bahas ibadah haji;0
politikus pdip siswi dipaksa berjilbab guru digaji zakat;0
ppp kader aceh sulawesi usul usung sandiaga capres;0
bantuan sosial rp pemilik e ktp bantuan dirumahaja;1
jateng kebanjiran ulah anies;1
habib bahar smith gebukin napi didalam sel;1
detik detik dalang ki seno nugroho meninggal;1
program percetakan alquran dihentikan mantan menag menangis;1
dprd dki surat paw viani limardi dikirim kpud;0
usul nasdem deklarasi koalisi november ditolak pks;0
cerita megawati jokowi tutup tambang indonesia;0
video angin puting beliung banjir terjang cianjur gempa;1
daftar partai politik daftar pemilu;0
wagub akui anies makan malam bareng parpol bahas formula e;0
formappi kritik puan baliho mejeng semeru;0
dpr pemerintah evaluasi juta dosis vaksin kedaluwarsa;0
berita cnn teka teki kehadiran adae armando gedung dpr ri babak belur hajar sekelompok orag terjawab;1
akun whatsapp juru bicara vaksinasi covid dana;1
pengakuan jusuf kalla perjuangan moral jokowi;1
jubir tuduhan luhut dalang jokowi periode masuk akal;0
foto masuknya seekor buaya rumah warga banjir tanjung pinang;1
indonesia dilanda gelombang panas;1
golkar rombak anggota fraksi dpr formasi;0
udeh kronis ame jari;1
vaksin mrna pfizer moderna berbahaya anak anak;1
i was told you kekhawatiran data masyarakat bocor terbukti;1
demokrat usung ketua harian pon kandidat wagub papua;0
pernyataan lengkap jokowi merespons isu cawapres;0
akbar tanjung akui nurul arifin terpukul kepergian putrinya;0
foto foto cuitan sumber pangkalan ain al asad anbar;1
muncul dewan kolonel dewan kopral ganjar tahan;0
setahun pdip copot johan budi wakil ketua burt dpr;0
dr ir hj sri nurdiati dekan fmipa ipb rahasia imunitas tubuh;1
foto marcela zalianty sandiaga uno;1
mendagri tito kritik rencana tunjangan kinerja kpu persen;0
jokowi curhat anggaran rp t hilang urus covid harga;0
tjahjo dukung firli urusan twk pelanggaran ham;0
penerbangan pesawat hercules gratis palu keluarga korban gempa tsunami;1
momen jokowi lempar sinyal reshuffle kabinet;0
demo tolak otsus mahasiswa papua ditangkap aparat;0
sholat islam nusantara;1
fadli pemerintah jemput eks isis menyusul;1
istri pelaku penganiayaan perawat rs siloam owner perusahaan kecantikan pt immortal cosmedika indonesia;1
vietnam strategi perang gerilya buku karya jenderal a h nasution;1
video penampakan putri duyung laut;1
gerindra ingatkan sandiaga capres prabowo subianto;0
tim koalisi pendukung anies mendadak kumpul bandara soetta;0
legislator pkb harap biaya haji rp juta;0
nasdem pertemuan anies intensif oktober;0
video jokowi pecat hakim terbukti terima suap sambo;1
pejabat pemprov ntb dana bantuan sosial whatsapp;1
ditemukan batu bermuatan listrik kongo;1
akun whatsapp kepala dinas kominfo kudus dwi yusi sasepti;1
pkb kukuh tunda pemilu gelombang penolakan;0
foto africa vs africa in american movies;1
momen prabowo hormat jokowi acara purnawirawan luhut saksi;0
airlangga temui gibran mata bahas pilgub;0
bom kiaracondong bandung;1
demokrat pks tolak revisi uu ikn nasdem abstain;0
golkar jawa timur usul duet airlangga khofifah pilpres;0
penerapan psbb kota depok tutup jalan;1
surat pembagian uang donasi nama sekda bupati;1
bus kampanye relawan gabener nyungsep;1
viral video relawan singgung tempur lapangan jokowi;0
judul berita minum air bekas cucian kaki jokowi warga langsung larikan kerumah sakit karna sluruh tubuhnya mengalami gatal gatal;1
deteksi covid tahan napas detik;1
anies bertemu ahy surya paloh ahmad syaikhu jusuf kalla;0
cerita jokowi semadi didesak lockdown pandemi covid;0
pesan berantai kantor pusat pt kawan ditutup salah direksi meninggal orang karyawan terpapar covid;1
gerindra harap koalisi pkb akar rumput;0
gadis ular menggemparkan dunia;1
dicap hoaks kaus haram dukung anies ruhut sewot roy suryo;0
gubernur sultra tolak pj bupati pan kritisi pemilihan penjabat;0
menkes budi gunadi sadikin diabetes mudah diobati;1
luhut bem ui bilang presiden periode;0
tanda tanda;1
divaccine pemerintah;1
motif pks interupsi puan paripurna kritik aturan nadiem;0
jokowi pilpres jatah prabowo gerindra kader jemawa;0
ramai parpol kritik bahlil klaim pengusaha tunda pemilu;0
bawaslu bantuan keamanan tni awasi pemilu;0
sms bantuan dana bpjs;1
dkpp terima aduan pelanggaran penyelenggara pemilu september;0
wamenag harap suami istri bertengkar beda pilihan pemilu;0
pesan jokowi gibran pemimpin pintar;1
mike tyson bado jack amer abdallah shalat kafe melarang umat muslim masuk;1
anies berharap demokrat nasdem pks wujudkan poros perubahan;0
foto sirkuit mandalika ntb;1
foto formasi gantipresiden jasmerahmob umm;1
makan siang jokowi ketum parpol sambut zulhas;0
cak imin sindir menteri harga barang kaget;0
komisi i klaim keluarga tni polri terlibat diskusi politik;0
mediasi partai ummat amien rais kpu kantor bawaslu buntu;0
surya paloh respons king maker move on;0
pertemuan cak imin puan ziarah makam taufiq kiemas pagi;0
pengakuan si pelaku penusukan syeh ali jaber dibiayai megawati sekutunya pki;1
dpr panglima tni redakan amarah prajurit effendi simbolon;0
video reaksi shahrukh khan nonton lesti hati kau sakiti versi korea;1
akun whatsapp bupati kudus hartopo;1
maafkan masyarakat lombok;1
nasdem target deklarasi koalisi bareng pks demokrat juni;0
siaga pemadaman listrik malam september;1
wapres ma ruf amin kenang azyumardi azra akademisi kelas dunia;0
tangkapan layar artikel berjudul bocah perempuan cabuli orang yg mengaku cebong grup pendukung anies baswedan;1
gerindra bersyukur m taufik pindah partai prestasinya;0
jokowi resuffle kabinet menteri lutfi dipecat;1
kepala brin didesak dicopot pdip salahkan sistem proporsional terbuka;0
hasto pdip sby turun gunung naiknya;0
airlangga pamer kib tiket premium pilpres jokowi;0
ketum pp muhammadiyah haedah nashir dukung jokowi – maruf amin pilpres;1
video penganiayaan buruh pribumi sulawesi;1
tulisan boss jne akun instagram nya hannykristianto;1
pencairan dana juta periode bni bri;1
pakar kritik tni pj bupati mendagri kebiasaan ingkari putusan mk;0
pesan berantai ulang whatsapp gratis kuota gb;1
survei csis kompetensi dibutuhkan pemimpin jakarta;0
surat donasi ibadah pemkab gresik;1
ustaz abdul somad bertemu elite gerindra tausiah;0
pdip respons koalisi pkb gerindra grusa grusu;0
ramai polemik utang rp miliar anies sandiaga jelang pilpres;0
acara wisuda hafidz al quran sarajevo;1
video penghina iriana diusir paksa;1
menag masyarakat iklaskan dana haji dipakai pemerintah ikn;1
habiburokhman respons kd pendapatan jumbo anggota dpr;0
orang terinfeksi covid memiliki imunitas ketimbang divaksin;1
pks bantah bahas capres cawapres datangi markas golkar;0
tangkapan layar artikel web kpu diretas temuan mengejutan jokowi angkat isu pki;1
video gak pakai masker singapura ditangkap;1
komisi ii dpr bahas anggaran pemilu lebaran;0
fkppi bandung siaga monas terkait ruu hip;1
foto putri candrawati istri irjen ferdy sambo;1
gerindra koalisi pilpres mengalir dinamika berjalan;0
kelompok mahasiswa cipayung plus terima uang bin mengkritisi dukung jokowi – maruf amin;1
kpu diduga langgar verifikasi administrasi via video call daerah;0
perppu ciptaker jokowi ditolak pks partai demokrat;0
pbnu dukung rkuhp diselesaikan tampung kritik masyarakat;0
respons demokrat megawati sby;0
video tol cikampek blokir buruh jakarta jam tolak omnibus law;1
grace sentil eks kader psi pindah partai anak muda suka gak sabar;0
anggaran sumur resapan dihapus dialihkan gaji pjlp;0
ledia hanifa pks berduka oded m danial wafat sesak dengarnya;0
video wahana ekstrim gyro drop lempar memutar pengguna ketinggian;1
sindiran esemka roy suryo berbuah tudingan sakit hati mantan menteri;0
fahri hamzah kritik keras analogi ikan salim segaf pks;0
stafsus mensesneg tujuan anies temui jokowi sore;0
nusron wahid peserta aksi seribu orang ludahi muka;1
setneg bantah anies formula e monas digeser digusur;0
sekjen gerindra prabowo insya allah maju pilpres;0
ketua bpom ditekan diancam keluarkan vaksin sinovac;1
jokowi resmi teken uu ppp;0
istri pasha ungu meninggal dunia;1
jokowi gelar amirul kazzab;1
presiden jokowi lanjutkan periode proyek infrastruktur nasional;1
akun whatsapp sekda kabupaten bogor tawarkan donasi dana bantuan pembangunan rehabilitasi operasional masjid;1
koran inggris;1
bambang pacul akui arahan pdip puan temui ahy;0
jokowi restu dukung prabowo;0
pelintiran konteks foto najwa tommy soeharto;1
kpu pemilih suka coblos caleg buktinya;0
waketum ppp reshuffle kabinet tokek istana;0
video warga berhamburan dampak gempa banten februari;1
kondisi masjid diserang polisi brimob;1
plate kick off rkuhp klaim rakyat kepentingan pribadi;0
mundur massal pengurus partai ummat besutan amien rais;0
corona jihad pedagang sengaja meludahi bungkus makanan;1
nissa sabian meninggal dunia;1
nasdem respons anies maju capres gayung bersambut;0
pdip jabar harga bbm dinaikkan bebani rakyat;0
vaksin mrna direkomendasikan kehamilan;1
tulisan partai komunis indonesia gambar senapan logo uang ribu;1
bambang pacul perintah resmi ketua komisi iii;0
jabatan dki diperpanjang elektabilitas anies diprediksi anjlok;0
mahfud tolak tanggapi usul penonaktifan kapolri isu komjen mundur;0
video evakuasi korban topan ulysses filipina;1
menpan rb ingatkan reformasi birokrasi kenaikan tukin;0
pkb tanggapi cuitan yenny wahid cak imin ambil partai orang;0
uya kuya hipnotis rozy zay norma risma;1
akun whatsapp sekretaris daerah probolinggo ninik ira wibawati;1
akun whatsapp kepala seksi intelijen kejaksaan negeri kejari gianyar i gede ancana;1
uang redenominasi pecahan rp bergambar jokowi;1
foto josephine myrtle corbin;1
mpr pertimbangkan aspek amendemen uud;0
bicara bandar pilpres surya paloh singgung sambo ditangkap;0
haram pj gubernur menjabat;0
dpr jokowi setuju vaksin nusantara booster;0
gibran maju gubernur dki jakarta fokus solo;0
tangkapan layar ahox dicopot erik tohir kepentingan cina mohon dipahami;1
cisumdawu jalan tol terkeren indonesia;1
epidemiolog usulan ketat anies ngabalin anggap sampah;0
foto nenek dipukuli babak belur mencuri jagung kelaparan;1
foto sandiaga uno membawa dokumen sejarah hitam dki;1
ahmad sahroni koalisi nasdem diumumkan november;0
nomor imei ponsel disadap polisi;1
arief poyuono prediksi prabowo king maker pilpres;0
polisi singkawang bahasa china sosialisasi warga;1
cuitan giliran tweet sadpost sepi;1
udang tersangka;1
video obat covid ditemukan disebarkan indonesia;1
dprd pastikan tgupp bubar seiring jabatan anies;0
tito jokowi terbitkan perpres logistik pemilu;0
perkataan putri raja arab menampar keras rizieq shihab ulama radikal;1
video viral terkini tito puluhan polisi turun tangan munarman terbebas viral;1
pilkades dairi sumut ricuh orang tersangka;0
suteng asisten anang hermansyah menerima uang sogokan kd;1
ksp sindir rocky gerung pertemuan jokowi elon musk lebay;0
survei capres csis anies menangi duel prabowo keok;0
gereja sepi yg tinggal pakaian org nya udh bertobat masuk islam;1
cak imin pkb oposisi gawat;0
istana pergantian menpora zainudin amali ditunggu;0
covid melonjak ppp pemerintah perbaiki komunikasi;0
eks petinggi gam pj gubernur aceh militer buka luka;0
bahaya jabatan kades jelang pemilu;0
jokowi teken keppres tim urus pelanggaran ham berat non yudisial;0
pemprov aceh bantah cabut izin acara anies politik;0
nasdem buka peluang usung anies puan pilpres;0
dpr pertimbangkan usulan jakarta raya bahas revisi uu dki;0
wakil ketua dpr pembahasan ruu pdp temui titik terang;0
gelar konsolidasi jatim kib susun visi misi wajib capres;0
judul berita tka china e ktp mendagri protes petahana hak;1
mahasiswa zambia dipukuli meninggal;1
foto remaja tebas leher ayahnya sakit hati adik dihamili ibunya disiram minyak panas;1
jokowi luhut ketua dewan sumber daya air nasional;0
psi sodorkan capres pengganti jokowi nama anies baswedan;0
nasdem demo buruh mei pemakzulan dpr;0
beli aqua menyumbang misionaris kristen;1
partai garuda daftar pemilu kpu;0
rekaman suara mencatut gatot nurmantyo terkait pilpres;1
tawaran kartu kredit plafon juta rupiah bank mandiri;1
september suku dayak usir rencana bangun kota negara pindah kalimantan;1
gambar minuman keras fifa;1
kpu loloskan partai menang gugatan bawaslu;0
anies bhineka tunggal ika terpentingnya tunggal;0
surat kerja kemenkes lakukan pengembangan pemeliharaan program satusehat;1
pakar deklarasi capres idealnya alot;0
covid komisi komisi dpr dilarang kunker pekan;0
ketum pbnu enggan campur polemik pemilu coblos partai caleg;0
politikus pkb brin fokus penelitian ketimbang renovasi rp m;0
jokowi menteri dianggap kerja;0
alasan partai berkarya besutan tommy soeharto kader pindah;0
cerita megawati diundang putin rusia dikasih senjata;0
video goyang bebek angsa;1
prabowo umumkan sikap pilpres juli sentul;0
kpu dpr gelar rapat bahas tahapan pemilu jumat minggu;0
beda versi amien rais mahfud md km;0
dprd soroti dana kjp mengendap rp miliar dki teknis;0
dpr ingatkan novel cs kultur kpk polri berbeda;0
nasdem sambut dukungan akbar anies surprise nyinyir;0
yudis konsultan it kpu mengendalikan sistem penghitungan situng kpu pendukung;1
nasdem blak blakan prabowo capres pilihan partai;0
video rapat program buka puasa dki jakarta;1
dpr terima ruu perampasan aset didorong jokowi;0
gambar rancangan gedung istana negara palangkaraya;1
eks gubernur dki sutiyoso pindah kota pekerjaan maha;0
airlangga cak imin bareng istana kompak;0
broadcast chat lowongan kerja operator produksi pt wings group;1
foto penampakan benua antartika angkasa;1
desain helm covid kompetisi nfl;1
mahfud acara kahmi beli lembaga survei;0
tito resmikan dob papua;0
ramai ramai anggota komisi iii dpr kapolri usut konsorsium;0
bank indonesia mengeluarkan uang pecahan;1
anies baswedan aliran krsiten sesat alpha omega papua;1
sahroni respons bahlil karyawan mustahil kaya sopir;0
kapolda papua nyatakan bertanggung penembakan warga sipil;1
razia anak bermasker dikarantina;1
partai perkasa besutan rachmawati soekarnoputri raih sk kemenkumham;0
label halal diambil kemenag pengurus mui makan;1
daftar kartu indonesia pintar pendaftaran agustus;1
foto persiapan penutupan jalan tanggal mei;1
nasdem alasan absen pertemuan tim anies baswedan;0
pesan berantai taman raya tahap v zona merah covid;1
singapura negara lakukan otopsi jenazah covid sumber kemenkes singapura;1
pks jokowi setop bicara tunda pemilu buang energi;0
air mineral meledak kepanasan mobil;1
gerindra kepedean wacana prabowo puan pilpres;0
guys tolong beli cokelat snickers false guys please dont buy snickers chocolate bar;1
link pendaftaran data penerima bantuan umkm tahap;1
foto paus gereja katolik kuil setan;1
rusia korea utara membela indonesia;1
dpr putuskan perpanjang aswanto hakim mahkamah konstitusi;0
demokrat dugaan komisioner kpu ancam anak buah cederai demokrasi;0
airlangga piagam madinah kesamaan pancasila;0
video kemunculan eks dokter kandungan tiko;1
jokowi akui ikuti kinerja gibran wali kota solo;0
video polisi sembako jelang pilpres;1
kebakaran pelabuhan tegal hanguskan belasan kapal;0
politikus pdip cak imin tunda pemilu cederai kesepakatan;0
roy marten terharu perlakuan menantunya gempi;1
giring psi gubernur dki jakarta;0
mahfud md pemilu diikuti pemilih dibujuk uang;0
jokowi sindir pejabat doyan negeri pamer instagram;0
pks opsi vaksin berbayar upaya memeras rakyat;0
jateng membludak media tv liput covid dki jakarta;1
dpr izin travel haji furoda bermasalah dicabut soroti kemenag;0
ridwan kamil besok sore masuk golkar;0
video china desak malaysia menyerah indonesia terlambat sepeti australia;1
foto anak rohingya disiksa komunis;1
pks perjuangkan ruu ekonomi syariah urgensi;0
foto pernikahan sule riesca rose;1
detik mistadi diterkam harimau sumatera;1
ppkm diperpanjang bansos dihentikan;1
pks ppkm darurat kebijakan terlambat sadari bahaya;0
giring psi jajaki peluang gabung kib;0
video norma risma hamil anak menantunya;1
bertamu rais aam ahy nu demokrat kesamaan;0
semboyan pesindo bekerdja bekerdja bekerdja semboyan pki;1
istana alokasikan rp miliar beli mobil suv commuter;0
gambar tangkapan layar artikel luhut menjelang harga bahan pokok dinaikan bangkrut negara;1
puan maharani terima gelar doktor honoris causa pknu korsel;0
gugatan ijazah palsu jokowi kpu klaim pilpres sesuai aturan;0
bangga pki ngaku nkri;1
nasdem umumkan nama capres juni;0
menempelkan bawang putih telinga sembuhkan sakit kepala;1
jambu kristal putih menangkal covid;1
prabowo diutus jokowi muktamar persis bandung;0
video korban begal terminal bratang surabaya;1
tito karnavian lantik heru budi pj gubernur dki besok pagi;0
manusia tertua hidup namanya mbah harjo suwito;1
berita duka selamat jalan sohimah;1
militer indonesia ditakuti dunia china bantu indonesia dibutuhkan;1
sahroni tanggapi wacana digandeng golkar pilgub dki pendekatan;0
pkb sentil anies pemerintah anti kritik hebat;0
pp muhammadiyah kritik alasan diajukan tunda pemilu;0
foto putri presiden rusia vladimir putin orang divaksin vaksin tim kedokteran rusia;1
terkait pembakaran poster habib rizieq anggota fpi klaim kebal bacok;1
waketum akui internal pkb bergejolak rencana koalisi pks;0
hasto tuding orba gelapkan sejarah karno pahlawan bangsa islam;0
surat undangan pengadaan bahan baku pt sido muncul;1
meteor jatuh lapangan tanjur bumi bangkalan;1
kaj bantah video uskup katolik jabodetabek dukung anies;0
jokowi elektabilitas prabowo gerindra potensial teratas;0
jokowi ingatkan adu domba pemilu;0
prabowo bertemu hendropriyono agum bahas pertahanan negara;0
komisi i bicara peluang ubah prolegnas revisi uu ite;0
bendungan serayu jebol;1
lepas nomor ppp nomor urut pemilu;0
dpr ppp terbuka usung capres;0
golkar usung airlangga pilpres risau survei;0
istana anggarkan mobil rp m demokrat sarankan berhemat;0
ma ruf pm belanda ajukan permintaan maaf resmi perbudakan;0
alasan mbah rono gabung pdip nyaleg yogyakarta;0
prabowo mega klaim berontak lahir penjajahan;0
video rekaman cctv gempa sr turki februari salah hotel ternama turki;1
penampakan chemtrails depok cirebon sumedang indramayu semarang brebes aceh;1
dpr tunda dinas negeri kecuali anggota bksap;0
nasdem pasang badan anies;0
luhut perintahkan tni polri tangkap pemda tutup bandara;1
dpr kapolri brigadir j diam diam masuk kamar istri sambo;0
ketua dprd dipanggil bk terkait interpelasi formula e;0
azyumardi khawatir brin alat politik megawati;0
pkb buka opsi duetkan cak imin prabowo pilpres;0
cover majalah tempo edisi september direvisi;1
flyer perjalanan terganggu surat keterangan hasil rapid tes;1
dilema mega versi lsi kader pdip cawapres prabowo pisah jalan;0
dprd sumut kerumunan jokowi masyarakat tahan;0
mahfud md kerja ulama pemerintah;0
la nyalla anggota dpd puncak perjuangan amendemen;0
penculikan bayi bangil penculik kabur pakai mobil elf warna hitam;1
mengundurkan emang yg sanggup membangun indonesia;1
amien rais kaum oligarki kuat mencengkeram indonesia;0
fit and proper test calon anggota kpu bawaslu digelar terbuka;0
megawati aturan halangi pdip menang pemilu;0
pks jokowi keras tolak wacana periode;0
dpr desak audit satgasus merah putih dipimpin ferdy sambo;0
muhammadiyah elite setop provokasi jabatan presiden periode;0
pakar kib usung calon internal tergoda capres populer;0
